,Unnamed: 0,year,state,measure,value,population
413,2784,2006,Arkansas,Gini coefficient,0.46000001,"2,821,761"
414,3334,2006,Arkansas,GDP,38045.19218,"2,821,761"
415,3884,2006,Arkansas,Log(GDP),10.54653,"2,821,761"
416,4434,2006,Arkansas,Age,37.1,"2,821,761"
417,4984,2006,Arkansas,People with less than 9 years of education/people with college degree or above,0.4044376,"2,821,761"
418,5534,2006,Arkansas,Black/white,0.20317,"2,821,761"
419,6084,2006,Arkansas,Hispanic/white,0.0644399,"2,821,761"
420,35,2007,Arkansas,Labor Force Participation,63.2,"2,848,650"
421,585,2007,Arkansas,Unemployment rate,5.3,"2,848,650"
422,1135,2007,Arkansas,Average household size,2.5,"2,848,650"
423,1685,2007,Arkansas,Poverty rate,13.7,"2,848,650"
424,2235,2007,Arkansas,"Number of corruption convictions per 1,000,000 people",2.80835,"2,848,650"
425,2785,2007,Arkansas,Gini coefficient,0.46200001,"2,848,650"
426,3335,2007,Arkansas,GDP,37447.30411,"2,848,650"
427,3885,2007,Arkansas,Log(GDP),10.53069,"2,848,650"
428,4435,2007,Arkansas,Age,37.0,"2,848,650"
429,4985,2007,Arkansas,People with less than 9 years of education/people with college degree or above,0.3721047,"2,848,650"
430,5535,2007,Arkansas,Black/white,0.2049075,"2,848,650"
431,6085,2007,Arkansas,Hispanic/white,0.0681042,"2,848,650"
432,36,2008,Arkansas,Labor Force Participation,62.9,"2,874,554"
433,586,2008,Arkansas,Unemployment rate,5.5,"2,874,554"
434,1136,2008,Arkansas,Average household size,2.49,"2,874,554"
435,1686,2008,Arkansas,Poverty rate,13.0,"2,874,554"
436,2236,2008,Arkansas,"Number of corruption convictions per 1,000,000 people",1.75107,"2,874,554"
437,2786,2008,Arkansas,Gini coefficient,0.45899999,"2,874,554"
438,3336,2008,Arkansas,GDP,37049.49499,"2,874,554"
439,3886,2008,Arkansas,Log(GDP),10.52001,"2,874,554"
440,4436,2008,Arkansas,Age,37.3,"2,874,554"
441,4986,2008,Arkansas,People with less than 9 years of education/people with college degree or above,0.3658749,"2,874,554"
442,5536,2008,Arkansas,Black/white,0.2050132,"2,874,554"
443,6086,2008,Arkansas,Hispanic/white,0.0729382,"2,874,554"
444,37,2009,Arkansas,Labor Force Participation,61.7,"2,896,843"
445,587,2009,Arkansas,Unemployment rate,7.8,"2,896,843"
446,1137,2009,Arkansas,Average household size,2.49,"2,896,843"
447,1687,2009,Arkansas,Poverty rate,14.8,"2,896,843"
448,2237,2009,Arkansas,"Number of corruption convictions per 1,000,000 people",1.03826,"2,896,843"
449,2787,2009,Arkansas,Gini coefficient,0.461,"2,896,843"
450,3337,2009,Arkansas,GDP,35483.74559,"2,896,843"
451,3887,2009,Arkansas,Log(GDP),10.47683,"2,896,843"
452,4437,2009,Arkansas,Age,37.1,"2,896,843"
453,4987,2009,Arkansas,People with less than 9 years of education/people with college degree or above,0.3777864,"2,896,843"
454,5537,2009,Arkansas,Black/white,0.2066487,"2,896,843"
455,6087,2009,Arkansas,Hispanic/white,0.0796038,"2,896,843"
456,38,2010,Arkansas,Labor Force Participation,60.6,"2,921,964"
457,588,2010,Arkansas,Unemployment rate,8.2,"2,921,964"
458,1138,2010,Arkansas,Average household size,2.55,"2,921,964"
459,1688,2010,Arkansas,Poverty rate,14.1,"2,921,964"
460,2238,2010,Arkansas,"Number of corruption convictions per 1,000,000 people",5.81872,"2,921,964"
461,2788,2010,Arkansas,Gini coefficient,0.458,"2,921,964"
462,3338,2010,Arkansas,GDP,36254.9064,"2,921,964"
463,3888,2010,Arkansas,Log(GDP),10.49833,"2,921,964"
464,4438,2010,Arkansas,Age,37.3,"2,921,964"
465,4988,2010,Arkansas,People with less than 9 years of education/people with college degree or above,0.3248613,"2,921,964"
466,5538,2010,Arkansas,Black/white,0.2133808,"2,921,964"
467,6088,2010,Arkansas,Hispanic/white,0.0839324,"2,921,964"
468,39,2011,Arkansas,Labor Force Participation,60.5,"2,940,667"
469,589,2011,Arkansas,Unemployment rate,8.3,"2,940,667"
470,1139,2011,Arkansas,Average household size,2.54,"2,940,667"
471,1689,2011,Arkansas,Poverty rate,14.9,"2,940,667"
472,2239,2011,Arkansas,"Number of corruption convictions per 1,000,000 people",2.72296,"2,940,667"
473,2789,2011,Arkansas,Gini coefficient,0.4684,"2,940,667"
474,3339,2011,Arkansas,GDP,36860.65496,"2,940,667"
475,3889,2011,Arkansas,Log(GDP),10.5149,"2,940,667"
476,4439,2011,Arkansas,Age,37.5,"2,940,667"
477,4989,2011,Arkansas,People with less than 9 years of education/people with college degree or above,0.3067423,"2,940,667"
478,5539,2011,Arkansas,Black/white,0.2124102,"2,940,667"
479,6089,2011,Arkansas,Hispanic/white,0.0871193,"2,940,667"
480,40,2012,Arkansas,Labor Force Participation,59.2,"2,952,164"
481,590,2012,Arkansas,Unemployment rate,7.6,"2,952,164"
482,1140,2012,Arkansas,Average household size,2.51,"2,952,164"
483,1690,2012,Arkansas,Poverty rate,14.6,"2,952,164"
484,2240,2012,Arkansas,"Number of corruption convictions per 1,000,000 people",5.08624,"2,952,164"
485,2790,2012,Arkansas,Gini coefficient,0.4632,"2,952,164"
486,3340,2012,Arkansas,GDP,36873.55845,"2,952,164"
487,3890,2012,Arkansas,Log(GDP),10.51525,"2,952,164"
488,4440,2012,Arkansas,Age,37.6,"2,952,164"
489,4990,2012,Arkansas,People with less than 9 years of education/people with college degree or above,0.2595616,"2,952,164"
490,5540,2012,Arkansas,Black/white,0.212091,"2,952,164"
491,6090,2012,Arkansas,Hispanic/white,0.0907984,"2,952,164"
492,41,2013,Arkansas,Labor Force Participation,58.1,"2,959,400"
493,591,2013,Arkansas,Unemployment rate,7.2,"2,959,400"
494,1141,2013,Arkansas,Average household size,2.56,"2,959,400"
495,1691,2013,Arkansas,Poverty rate,14.5,"2,959,400"
496,2241,2013,Arkansas,"Number of corruption convictions per 1,000,000 people",1.35164,"2,959,400"
497,2791,2013,Arkansas,Gini coefficient,0.46849999,"2,959,400"
498,3341,2013,Arkansas,GDP,37771.11742,"2,959,400"
499,3891,2013,Arkansas,Log(GDP),10.5393,"2,959,400"
500,4441,2013,Arkansas,Age,37.8,"2,959,400"
501,4991,2013,Arkansas,People with less than 9 years of education/people with college degree or above,0.2696114,"2,959,400"
502,5541,2013,Arkansas,Black/white,0.2129975,"2,959,400"
503,6091,2013,Arkansas,Hispanic/white,0.0932518,"2,959,400"
504,42,2014,Arkansas,Labor Force Participation,57.6,"2,967,392"
505,592,2014,Arkansas,Unemployment rate,6.0,"2,967,392"
506,1142,2014,Arkansas,Average household size,2.55,"2,967,392"
507,1692,2014,Arkansas,Poverty rate,13.8,"2,967,392"
508,2242,2014,Arkansas,"Number of corruption convictions per 1,000,000 people",1.68556,"2,967,392"
509,2792,2014,Arkansas,Gini coefficient,0.47139999,"2,967,392"
510,3342,2014,Arkansas,GDP,37994.62571,"2,967,392"
511,3892,2014,Arkansas,Log(GDP),10.5452,"2,967,392"
512,4442,2014,Arkansas,Age,37.8,"2,967,392"
513,4992,2014,Arkansas,People with less than 9 years of education/people with college degree or above,0.2632424,"2,967,392"
514,5542,2014,Arkansas,Black/white,0.2151613,"2,967,392"
515,6092,2014,Arkansas,Hispanic/white,0.0945521,"2,967,392"
516,43,2015,Arkansas,Labor Force Participation,57.9,"2,978,048"
517,593,2015,Arkansas,Unemployment rate,5.0,"2,978,048"
518,1143,2015,Arkansas,Average household size,2.53,"2,978,048"
519,1693,2015,Arkansas,Poverty rate,13.7,"2,978,048"
520,2243,2015,Arkansas,"Number of corruption convictions per 1,000,000 people",4.36505,"2,978,048"
521,2793,2015,Arkansas,Gini coefficient,0.47729999,"2,978,048"
522,3343,2015,Arkansas,GDP,38001.84537,"2,978,048"
523,3893,2015,Arkansas,Log(GDP),10.54539,"2,978,048"
524,4443,2015,Arkansas,Age,37.9,"2,978,048"
525,4993,2015,Arkansas,People with less than 9 years of education/people with college degree or above,0.2444616,"2,978,048"
526,5543,2015,Arkansas,Black/white,0.2158939,"2,978,048"
527,6093,2015,Arkansas,Hispanic/white,0.0955169,"2,978,048"
528,44,2005,California,Labor Force Participation,65.5,"35,827,943"
529,594,2005,California,Unemployment rate,5.4,"35,827,943"
530,1144,2005,California,Average household size,2.92,"35,827,943"
531,1694,2005,California,Poverty rate,10.3,"35,827,943"
532,2244,2005,California,"Number of corruption convictions per 1,000,000 people",2.37245,"35,827,943"
533,2794,2005,California,Gini coefficient,0.46299997,"35,827,943"
534,3344,2005,California,GDP,56411.59492,"35,827,943"
535,3894,2005,California,Log(GDP),10.94043,"35,827,943"
536,4444,2005,California,Age,34.4,"35,827,943"
537,4994,2005,California,People with less than 9 years of education/people with college degree or above,0.354957,"35,827,943"
538,5544,2005,California,Black/white,0.1368501,"35,827,943"
539,6094,2005,California,Hispanic/white,0.8199011,"35,827,943"
540,45,2006,California,Labor Force Participation,65.4,"36,021,202"
541,595,2006,California,Unemployment rate,4.9,"36,021,202"
542,1145,2006,California,Average household size,2.93,"36,021,202"
543,1695,2006,California,Poverty rate,9.7,"36,021,202"
544,2245,2006,California,"Number of corruption convictions per 1,000,000 people",1.80449,"36,021,202"
545,2795,2006,California,Gini coefficient,0.46599999,"36,021,202"
546,3345,2006,California,GDP,56837.97754,"36,021,202"
547,3895,2006,California,Log(GDP),10.94796,"36,021,202"
548,4445,2006,California,Age,34.4,"36,021,202"
549,4995,2006,California,People with less than 9 years of education/people with college degree or above,0.3671376,"36,021,202"
550,5545,2006,California,Black/white,0.1410909,"36,021,202"
551,6095,2006,California,Hispanic/white,0.8380774,"36,021,202"
552,46,2007,California,Labor Force Participation,65.6,"36,250,311"
553,596,2007,California,Unemployment rate,5.4,"36,250,311"
554,1146,2007,California,Average household size,2.93,"36,250,311"
555,1696,2007,California,Poverty rate,9.3,"36,250,311"
556,2246,2007,California,"Number of corruption convictions per 1,000,000 people",2.09653,"36,250,311"
557,2796,2007,California,Gini coefficient,0.46900001,"36,250,311"
558,3346,2007,California,GDP,57549.45822,"36,250,311"
559,3896,2007,California,Log(GDP),10.9604,"36,250,311"
560,4446,2007,California,Age,34.7,"36,250,311"
561,4996,2007,California,People with less than 9 years of education/people with college degree or above,0.3585472,"36,250,311"
562,5546,2007,California,Black/white,0.1414264,"36,250,311"
563,6096,2007,California,Hispanic/white,0.851683,"36,250,311"
564,47,2008,California,Labor Force Participation,65.8,"36,604,337"
565,597,2008,California,Unemployment rate,7.3,"36,604,337"
566,1147,2008,California,Average household size,2.95,"36,604,337"
567,1697,2008,California,Poverty rate,10.0,"36,604,337"
568,2247,2008,California,"Number of corruption convictions per 1,000,000 people",1.57794,"36,604,337"
569,2797,2008,California,Gini coefficient,0.47299999,"36,604,337"
570,3347,2008,California,GDP,57435.62302,"36,604,337"
571,3897,2008,California,Log(GDP),10.95842,"36,604,337"
572,4447,2008,California,Age,34.9,"36,604,337"
573,4997,2008,California,People with less than 9 years of education/people with college degree or above,0.3593092,"36,604,337"
574,5547,2008,California,Black/white,0.1462876,"36,604,337"
575,6097,2008,California,Hispanic/white,0.8708529,"36,604,337"
576,48,2009,California,Labor Force Participation,65.2,"36,961,229"
577,598,2009,California,Unemployment rate,11.2,"36,961,229"
578,1148,2009,California,Average household size,2.96,"36,961,229"
579,1698,2009,California,Poverty rate,10.6,"36,961,229"
580,2248,2009,California,"Number of corruption convictions per 1,000,000 people",1.8668,"36,961,229"
581,2798,2009,California,Gini coefficient,0.46700001,"36,961,229"
582,3348,2009,California,GDP,54826.55852,"36,961,229"
583,3898,2009,California,Log(GDP),10.91193,"36,961,229"
584,4448,2009,California,Age,34.9,"36,961,229"
585,4998,2009,California,People with less than 9 years of education/people with college degree or above,0.3523921,"36,961,229"
586,5548,2009,California,Black/white,0.1466778,"36,961,229"
587,6098,2009,California,Hispanic/white,0.8927047,"36,961,229"
588,49,2010,California,Labor Force Participation,64.3,"37,319,502"
589,599,2010,California,Unemployment rate,12.2,"37,319,502"
590,1149,2010,California,Average household size,2.94,"37,319,502"
591,1699,2010,California,Poverty rate,11.8,"37,319,502"
592,2249,2010,California,"Number of corruption convictions per 1,000,000 people",1.17807,"37,319,502"
593,2799,2010,California,Gini coefficient,0.47099999,"37,319,502"
594,3349,2010,California,GDP,55105.23502,"37,319,502"
595,3899,2010,California,Log(GDP),10.917,"37,319,502"
596,4449,2010,California,Age,35.2,"37,319,502"
597,4999,2010,California,People with less than 9 years of education/people with college degree or above,0.3495871,"37,319,502"
598,5549,2010,California,Black/white,0.1502696,"37,319,502"
599,6099,2010,California,Hispanic/white,0.9425103,"37,319,502"
600,50,2011,California,Labor Force Participation,63.6,"37,638,369"
601,600,2011,California,Unemployment rate,11.7,"37,638,369"
602,1150,2011,California,Average household size,2.96,"37,638,369"
603,1700,2011,California,Poverty rate,12.4,"37,638,369"
604,2250,2011,California,"Number of corruption convictions per 1,000,000 people",1.37961,"37,638,369"
605,2800,2011,California,Gini coefficient,0.48120001,"37,638,369"
606,3350,2011,California,GDP,55491.76998,"37,638,369"
607,3900,2011,California,Log(GDP),10.92399,"37,638,369"
608,4450,2011,California,Age,35.4,"37,638,369"
609,5000,2011,California,People with less than 9 years of education/people with college degree or above,0.3391204,"37,638,369"
610,5550,2011,California,Black/white,0.1510948,"37,638,369"
611,6100,2011,California,Hispanic/white,0.9626166,"37,638,369"
612,51,2012,California,Labor Force Participation,63.2,"37,948,800"
613,601,2012,California,Unemployment rate,10.4,"37,948,800"
614,1151,2012,California,Average household size,2.97,"37,948,800"
615,1701,2012,California,Poverty rate,12.9,"37,948,800"
616,2251,2012,California,"Number of corruption convictions per 1,000,000 people",2.33956,"37,948,800"
617,2801,2012,California,Gini coefficient,0.4822,"37,948,800"
618,3351,2012,California,GDP,56372.68434,"37,948,800"
619,3901,2012,California,Log(GDP),10.93974,"37,948,800"
620,4451,2012,California,Age,35.5,"37,948,800"
621,5001,2012,California,People with less than 9 years of education/people with college degree or above,0.3275861,"37,948,800"
622,5551,2012,California,Black/white,0.1518864,"37,948,800"
623,6101,2012,California,Hispanic/white,0.9754165,"37,948,800"
624,52,2013,California,Labor Force Participation,62.8,"38,260,787"
625,602,2013,California,Unemployment rate,8.9,"38,260,787"
626,1152,2013,California,Average household size,2.97,"38,260,787"
627,1702,2013,California,Poverty rate,12.6,"38,260,787"
628,2252,2013,California,"Number of corruption convictions per 1,000,000 people",1.64351,"38,260,787"
629,2802,2013,California,Gini coefficient,0.4903,"38,260,787"
630,3352,2013,California,GDP,57936.91354,"38,260,787"
631,3902,2013,California,Log(GDP),10.96711,"38,260,787"
632,4452,2013,California,Age,35.7,"38,260,787"
633,5002,2013,California,People with less than 9 years of education/people with college degree or above,0.3250701,"38,260,787"
634,5552,2013,California,Black/white,0.1524415,"38,260,787"
635,6102,2013,California,Hispanic/white,0.9889005,"38,260,787"
636,53,2014,California,Labor Force Participation,62.4,"38,596,972"
637,603,2014,California,Unemployment rate,7.5,"38,596,972"
638,1153,2014,California,Average household size,2.98,"38,596,972"
639,1703,2014,California,Poverty rate,12.2,"38,596,972"
640,2253,2014,California,"Number of corruption convictions per 1,000,000 people",2.4483,"38,596,972"
641,2803,2014,California,Gini coefficient,0.48899999,"38,596,972"
642,3353,2014,California,GDP,59530.25799,"38,596,972"
643,3903,2014,California,Log(GDP),10.99424,"38,596,972"
644,4453,2014,California,Age,36.0,"38,596,972"
645,5003,2014,California,People with less than 9 years of education/people with college degree or above,0.314063,"38,596,972"
646,5553,2014,California,Black/white,0.152176,"38,596,972"
647,6103,2014,California,Hispanic/white,1.009404,"38,596,972"
648,54,2015,California,Labor Force Participation,62.1,"38,918,045"
649,604,2015,California,Unemployment rate,6.2,"38,918,045"
650,1154,2015,California,Average household size,2.97,"38,918,045"
651,1704,2015,California,Poverty rate,11.3,"38,918,045"
652,2254,2015,California,"Number of corruption convictions per 1,000,000 people",2.14588,"38,918,045"
653,2804,2015,California,Gini coefficient,0.4876,"38,918,045"
654,3354,2015,California,GDP,61978.32462,"38,918,045"
655,3904,2015,California,Log(GDP),11.03454,"38,918,045"
656,4454,2015,California,Age,36.2,"38,918,045"
657,5004,2015,California,People with less than 9 years of education/people with college degree or above,0.3068978,"38,918,045"
658,5554,2015,California,Black/white,0.1537098,"38,918,045"
659,6104,2015,California,Hispanic/white,1.024936,"38,918,045"
660,55,2005,Colorado,Labor Force Participation,72.3,"4,631,888"
661,605,2005,Colorado,Unemployment rate,5.0,"4,631,888"
662,1155,2005,Colorado,Average household size,2.51,"4,631,888"
663,1705,2005,Colorado,Poverty rate,8.3,"4,631,888"
664,2255,2005,Colorado,"Number of corruption convictions per 1,000,000 people",2.37484,"4,631,888"
665,2805,2005,Colorado,Gini coefficient,0.44799998,"4,631,888"
666,3355,2005,Colorado,GDP,54981.38762,"4,631,888"
667,3905,2005,Colorado,Log(GDP),10.91475,"4,631,888"
668,4455,2005,Colorado,Age,34.7,"4,631,888"
669,5005,2005,Colorado,People with less than 9 years of education/people with college degree or above,0.1214134,"4,631,888"
670,5555,2005,Colorado,Black/white,0.0491117,"4,631,888"
671,6105,2005,Colorado,Hispanic/white,0.2716825,"4,631,888"
672,56,2006,Colorado,Labor Force Participation,72.4,"4,720,423"
673,606,2006,Colorado,Unemployment rate,4.3,"4,720,423"
674,1156,2006,Colorado,Average household size,2.52,"4,720,423"
675,1706,2006,Colorado,Poverty rate,8.4,"4,720,423"
676,2256,2006,Colorado,"Number of corruption convictions per 1,000,000 people",0.847382,"4,720,423"
677,2806,2006,Colorado,Gini coefficient,0.44999999,"4,720,423"
678,3356,2006,Colorado,GDP,53882.44456,"4,720,423"
679,3906,2006,Colorado,Log(GDP),10.89456,"4,720,423"
680,4456,2006,Colorado,Age,35.4,"4,720,423"
681,5006,2006,Colorado,People with less than 9 years of education/people with college degree or above,0.133366,"4,720,423"
682,5556,2006,Colorado,Black/white,0.0502925,"4,720,423"
683,6106,2006,Colorado,Hispanic/white,0.2748256,"4,720,423"
684,57,2007,Colorado,Labor Force Participation,72.2,"4,803,868"
685,607,2007,Colorado,Unemployment rate,3.7,"4,803,868"
686,1157,2007,Colorado,Average household size,2.56,"4,803,868"
687,1707,2007,Colorado,Poverty rate,8.4,"4,803,868"
688,2257,2007,Colorado,"Number of corruption convictions per 1,000,000 people",0.624497,"4,803,868"
689,2807,2007,Colorado,Gini coefficient,0.45199999,"4,803,868"
690,3357,2007,Colorado,GDP,54422.88367,"4,803,868"
691,3907,2007,Colorado,Log(GDP),10.90454,"4,803,868"
692,4457,2007,Colorado,Age,35.7,"4,803,868"
693,5007,2007,Colorado,People with less than 9 years of education/people with college degree or above,0.1224721,"4,803,868"
694,5557,2007,Colorado,Black/white,0.0523559,"4,803,868"
695,6107,2007,Colorado,Hispanic/white,0.2791919,"4,803,868"
