,year,state,measure,value
609,2009,Colorado,Unemployment rate,7.3
610,2010,Colorado,Unemployment rate,8.7
611,2011,Colorado,Unemployment rate,8.4
612,2012,Colorado,Unemployment rate,7.9
613,2013,Colorado,Unemployment rate,6.9
614,2014,Colorado,Unemployment rate,5
615,2015,Colorado,Unemployment rate,3.9
616,2005,Connecticut,Unemployment rate,4.9
617,2006,Connecticut,Unemployment rate,4.3
618,2007,Connecticut,Unemployment rate,4.5
619,2008,Connecticut,Unemployment rate,5.7
620,2009,Connecticut,Unemployment rate,7.9
621,2010,Connecticut,Unemployment rate,9.1
622,2011,Connecticut,Unemployment rate,8.8
623,2012,Connecticut,Unemployment rate,8.3
624,2013,Connecticut,Unemployment rate,7.8
625,2014,Connecticut,Unemployment rate,6.6
626,2015,Connecticut,Unemployment rate,5.7
627,2005,Delaware,Unemployment rate,4.1
628,2006,Delaware,Unemployment rate,3.6
629,2007,Delaware,Unemployment rate,3.4
630,2008,Delaware,Unemployment rate,4.9
631,2009,Delaware,Unemployment rate,8.3
632,2010,Delaware,Unemployment rate,8.4
633,2011,Delaware,Unemployment rate,7.5
634,2012,Delaware,Unemployment rate,7.2
635,2013,Delaware,Unemployment rate,6.7
636,2014,Delaware,Unemployment rate,5.7
637,2015,Delaware,Unemployment rate,4.9
638,2005,Florida,Unemployment rate,3.7
639,2006,Florida,Unemployment rate,3.2
640,2007,Florida,Unemployment rate,4
641,2008,Florida,Unemployment rate,6.3
642,2009,Florida,Unemployment rate,10.4
643,2010,Florida,Unemployment rate,11.1
644,2011,Florida,Unemployment rate,10
645,2012,Florida,Unemployment rate,8.5
646,2013,Florida,Unemployment rate,7.2
647,2014,Florida,Unemployment rate,6.3
648,2015,Florida,Unemployment rate,5.5
649,2005,Georgia,Unemployment rate,5.3
650,2006,Georgia,Unemployment rate,4.7
651,2007,Georgia,Unemployment rate,4.5
652,2008,Georgia,Unemployment rate,6.2
653,2009,Georgia,Unemployment rate,9.9
654,2010,Georgia,Unemployment rate,10.5
655,2011,Georgia,Unemployment rate,10.2
656,2012,Georgia,Unemployment rate,9.2
657,2013,Georgia,Unemployment rate,8.2
658,2014,Georgia,Unemployment rate,7.1
659,2015,Georgia,Unemployment rate,6
660,2005,Hawaii,Unemployment rate,2.9
661,2006,Hawaii,Unemployment rate,2.6
662,2007,Hawaii,Unemployment rate,2.8
663,2008,Hawaii,Unemployment rate,4.3
664,2009,Hawaii,Unemployment rate,7.2
665,2010,Hawaii,Unemployment rate,6.9
666,2011,Hawaii,Unemployment rate,6.8
667,2012,Hawaii,Unemployment rate,6
668,2013,Hawaii,Unemployment rate,4.9
669,2014,Hawaii,Unemployment rate,4.4
670,2015,Hawaii,Unemployment rate,3.6
671,2005,Idaho,Unemployment rate,4
672,2006,Idaho,Unemployment rate,3.5
673,2007,Idaho,Unemployment rate,3.1
674,2008,Idaho,Unemployment rate,5.1
675,2009,Idaho,Unemployment rate,8.8
676,2010,Idaho,Unemployment rate,9
677,2011,Idaho,Unemployment rate,8.3
678,2012,Idaho,Unemployment rate,7.2
679,2013,Idaho,Unemployment rate,6.1
680,2014,Idaho,Unemployment rate,4.8
681,2015,Idaho,Unemployment rate,4.2
682,2005,Illinois,Unemployment rate,5.7
683,2006,Illinois,Unemployment rate,4.5
684,2007,Illinois,Unemployment rate,5
685,2008,Illinois,Unemployment rate,6.3
686,2009,Illinois,Unemployment rate,10.2
687,2010,Illinois,Unemployment rate,10.4
688,2011,Illinois,Unemployment rate,9.7
689,2012,Illinois,Unemployment rate,9
690,2013,Illinois,Unemployment rate,9
691,2014,Illinois,Unemployment rate,7.1
692,2015,Illinois,Unemployment rate,6
693,2005,Indiana,Unemployment rate,5.5
694,2006,Indiana,Unemployment rate,5
695,2007,Indiana,Unemployment rate,4.6
696,2008,Indiana,Unemployment rate,5.9
697,2009,Indiana,Unemployment rate,10.3
698,2010,Indiana,Unemployment rate,10.4
699,2011,Indiana,Unemployment rate,9.1
700,2012,Indiana,Unemployment rate,8.3
701,2013,Indiana,Unemployment rate,7.7
702,2014,Indiana,Unemployment rate,6
703,2015,Indiana,Unemployment rate,4.8
704,2005,Iowa,Unemployment rate,4.3
705,2006,Iowa,Unemployment rate,3.7
706,2007,Iowa,Unemployment rate,3.7
707,2008,Iowa,Unemployment rate,4.2
708,2009,Iowa,Unemployment rate,6.4
709,2010,Iowa,Unemployment rate,6
710,2011,Iowa,Unemployment rate,5.5
711,2012,Iowa,Unemployment rate,5
712,2013,Iowa,Unemployment rate,4.7
713,2014,Iowa,Unemployment rate,4.2
714,2015,Iowa,Unemployment rate,3.8
715,2005,Kansas,Unemployment rate,5
716,2006,Kansas,Unemployment rate,4.4
717,2007,Kansas,Unemployment rate,4.2
718,2008,Kansas,Unemployment rate,4.6
719,2009,Kansas,Unemployment rate,6.9
720,2010,Kansas,Unemployment rate,7.1
721,2011,Kansas,Unemployment rate,6.5
722,2012,Kansas,Unemployment rate,5.7
723,2013,Kansas,Unemployment rate,5.3
724,2014,Kansas,Unemployment rate,4.5
725,2015,Kansas,Unemployment rate,4.2
726,2005,Kentucky,Unemployment rate,5.9
727,2006,Kentucky,Unemployment rate,5.7
728,2007,Kentucky,Unemployment rate,5.4
729,2008,Kentucky,Unemployment rate,6.4
730,2009,Kentucky,Unemployment rate,10.3
731,2010,Kentucky,Unemployment rate,10.2
732,2011,Kentucky,Unemployment rate,9.4
733,2012,Kentucky,Unemployment rate,8.2
734,2013,Kentucky,Unemployment rate,8
735,2014,Kentucky,Unemployment rate,6.5
736,2015,Kentucky,Unemployment rate,5.3
737,2005,Louisiana,Unemployment rate,7.2
738,2006,Louisiana,Unemployment rate,4.5
739,2007,Louisiana,Unemployment rate,4.3
740,2008,Louisiana,Unemployment rate,4.9
741,2009,Louisiana,Unemployment rate,6.8
742,2010,Louisiana,Unemployment rate,8
743,2011,Louisiana,Unemployment rate,7.8
744,2012,Louisiana,Unemployment rate,7.1
745,2013,Louisiana,Unemployment rate,6.7
746,2014,Louisiana,Unemployment rate,6.4
747,2015,Louisiana,Unemployment rate,6.3
748,2005,Maine,Unemployment rate,4.9
749,2006,Maine,Unemployment rate,4.6
750,2007,Maine,Unemployment rate,4.7
751,2008,Maine,Unemployment rate,5.5
752,2009,Maine,Unemployment rate,8.1
753,2010,Maine,Unemployment rate,8.1
754,2011,Maine,Unemployment rate,7.9
755,2012,Maine,Unemployment rate,7.5
756,2013,Maine,Unemployment rate,6.6
757,2014,Maine,Unemployment rate,5.6
758,2015,Maine,Unemployment rate,4.4
759,2005,Maryland,Unemployment rate,4.1
760,2006,Maryland,Unemployment rate,3.9
761,2007,Maryland,Unemployment rate,3.5
762,2008,Maryland,Unemployment rate,4.2
763,2009,Maryland,Unemployment rate,7
764,2010,Maryland,Unemployment rate,7.7
765,2011,Maryland,Unemployment rate,7.2
766,2012,Maryland,Unemployment rate,7
767,2013,Maryland,Unemployment rate,6.6
768,2014,Maryland,Unemployment rate,5.8
769,2015,Maryland,Unemployment rate,5.1
770,2005,Massachusetts,Unemployment rate,4.8
771,2006,Massachusetts,Unemployment rate,4.9
772,2007,Massachusetts,Unemployment rate,4.6
773,2008,Massachusetts,Unemployment rate,5.5
774,2009,Massachusetts,Unemployment rate,8.1
775,2010,Massachusetts,Unemployment rate,8.3
776,2011,Massachusetts,Unemployment rate,7.3
777,2012,Massachusetts,Unemployment rate,6.7
778,2013,Massachusetts,Unemployment rate,6.7
779,2014,Massachusetts,Unemployment rate,5.7
780,2015,Massachusetts,Unemployment rate,4.8
781,2005,Michigan,Unemployment rate,6.8
782,2006,Michigan,Unemployment rate,7
783,2007,Michigan,Unemployment rate,7
784,2008,Michigan,Unemployment rate,8
785,2009,Michigan,Unemployment rate,13.7
786,2010,Michigan,Unemployment rate,12.6
787,2011,Michigan,Unemployment rate,10.4
788,2012,Michigan,Unemployment rate,9.1
789,2013,Michigan,Unemployment rate,8.8
790,2014,Michigan,Unemployment rate,7.2
791,2015,Michigan,Unemployment rate,5.4
792,2005,Minnesota,Unemployment rate,4.1
793,2006,Minnesota,Unemployment rate,4
794,2007,Minnesota,Unemployment rate,4.6
795,2008,Minnesota,Unemployment rate,5.4
796,2009,Minnesota,Unemployment rate,7.8
797,2010,Minnesota,Unemployment rate,7.4
798,2011,Minnesota,Unemployment rate,6.5
799,2012,Minnesota,Unemployment rate,5.6
800,2013,Minnesota,Unemployment rate,5
801,2014,Minnesota,Unemployment rate,4.2
802,2015,Minnesota,Unemployment rate,3.7
803,2005,Mississippi,Unemployment rate,7.5
804,2006,Mississippi,Unemployment rate,6.5
805,2007,Mississippi,Unemployment rate,6.1
806,2008,Mississippi,Unemployment rate,6.6
807,2009,Mississippi,Unemployment rate,9.5
808,2010,Mississippi,Unemployment rate,10.4
809,2011,Mississippi,Unemployment rate,10
810,2012,Mississippi,Unemployment rate,9
811,2013,Mississippi,Unemployment rate,8.5
812,2014,Mississippi,Unemployment rate,7.5
813,2015,Mississippi,Unemployment rate,6.4
814,2005,Missouri,Unemployment rate,5.4
815,2006,Missouri,Unemployment rate,4.8
816,2007,Missouri,Unemployment rate,5.1
817,2008,Missouri,Unemployment rate,6.1
818,2009,Missouri,Unemployment rate,9.3
819,2010,Missouri,Unemployment rate,9.6
820,2011,Missouri,Unemployment rate,8.5
821,2012,Missouri,Unemployment rate,6.9
822,2013,Missouri,Unemployment rate,6.7
823,2014,Missouri,Unemployment rate,6.1
824,2015,Missouri,Unemployment rate,5
825,2005,Montana,Unemployment rate,4.4
826,2006,Montana,Unemployment rate,3.5
827,2007,Montana,Unemployment rate,3.6
828,2008,Montana,Unemployment rate,5.1
829,2009,Montana,Unemployment rate,6.8
830,2010,Montana,Unemployment rate,7.3
831,2011,Montana,Unemployment rate,6.9
832,2012,Montana,Unemployment rate,6
833,2013,Montana,Unemployment rate,5.4
834,2014,Montana,Unemployment rate,4.7
835,2015,Montana,Unemployment rate,4.2
836,2005,Nebraska,Unemployment rate,3.8
837,2006,Nebraska,Unemployment rate,3.1
838,2007,Nebraska,Unemployment rate,3
839,2008,Nebraska,Unemployment rate,3.3
840,2009,Nebraska,Unemployment rate,4.6
841,2010,Nebraska,Unemployment rate,4.6
842,2011,Nebraska,Unemployment rate,4.4
843,2012,Nebraska,Unemployment rate,4
844,2013,Nebraska,Unemployment rate,3.8
845,2014,Nebraska,Unemployment rate,3.3
846,2015,Nebraska,Unemployment rate,3
847,2005,Nevada,Unemployment rate,4.1
848,2006,Nevada,Unemployment rate,4
849,2007,Nevada,Unemployment rate,4.5
850,2008,Nevada,Unemployment rate,6.7
851,2009,Nevada,Unemployment rate,11.3
852,2010,Nevada,Unemployment rate,13.5
853,2011,Nevada,Unemployment rate,13
854,2012,Nevada,Unemployment rate,11.2
855,2013,Nevada,Unemployment rate,9.6
856,2014,Nevada,Unemployment rate,7.9
857,2015,Nevada,Unemployment rate,6.8
858,2005,New Hampshire,Unemployment rate,3.6
859,2006,New Hampshire,Unemployment rate,3.4
860,2007,New Hampshire,Unemployment rate,3.5
861,2008,New Hampshire,Unemployment rate,3.9
862,2009,New Hampshire,Unemployment rate,6.2
863,2010,New Hampshire,Unemployment rate,5.8
864,2011,New Hampshire,Unemployment rate,5.4
865,2012,New Hampshire,Unemployment rate,5.5
866,2013,New Hampshire,Unemployment rate,5.1
867,2014,New Hampshire,Unemployment rate,4.3
868,2015,New Hampshire,Unemployment rate,3.4
869,2005,New Jersey,Unemployment rate,4.5
870,2006,New Jersey,Unemployment rate,4.7
871,2007,New Jersey,Unemployment rate,4.3
872,2008,New Jersey,Unemployment rate,5.3
873,2009,New Jersey,Unemployment rate,9.1
874,2010,New Jersey,Unemployment rate,9.5
875,2011,New Jersey,Unemployment rate,9.3
876,2012,New Jersey,Unemployment rate,9.3
877,2013,New Jersey,Unemployment rate,8.2
878,2014,New Jersey,Unemployment rate,6.8
879,2015,New Jersey,Unemployment rate,5.8
880,2005,New Mexico,Unemployment rate,5.1
881,2006,New Mexico,Unemployment rate,4.2
882,2007,New Mexico,Unemployment rate,3.8
883,2008,New Mexico,Unemployment rate,4.5
884,2009,New Mexico,Unemployment rate,7.5
885,2010,New Mexico,Unemployment rate,8.1
886,2011,New Mexico,Unemployment rate,7.5
887,2012,New Mexico,Unemployment rate,7.1
888,2013,New Mexico,Unemployment rate,6.9
889,2014,New Mexico,Unemployment rate,6.7
890,2015,New Mexico,Unemployment rate,6.5
891,2005,New York,Unemployment rate,5
892,2006,New York,Unemployment rate,4.5
893,2007,New York,Unemployment rate,4.6
894,2008,New York,Unemployment rate,5.4
895,2009,New York,Unemployment rate,8.3
896,2010,New York,Unemployment rate,8.6
897,2011,New York,Unemployment rate,8.3
898,2012,New York,Unemployment rate,8.5
899,2013,New York,Unemployment rate,7.7
900,2014,New York,Unemployment rate,6.3
901,2015,New York,Unemployment rate,5.3
902,2005,North Carolina,Unemployment rate,5.2
903,2006,North Carolina,Unemployment rate,4.7
904,2007,North Carolina,Unemployment rate,4.7
905,2008,North Carolina,Unemployment rate,6.1
906,2009,North Carolina,Unemployment rate,10.6
907,2010,North Carolina,Unemployment rate,10.9
908,2011,North Carolina,Unemployment rate,10.3
909,2012,North Carolina,Unemployment rate,9.3
910,2013,North Carolina,Unemployment rate,8
911,2014,North Carolina,Unemployment rate,6.3
912,2015,North Carolina,Unemployment rate,5.7
913,2005,North Dakota,Unemployment rate,3.4
914,2006,North Dakota,Unemployment rate,3.2
915,2007,North Dakota,Unemployment rate,3.1
916,2008,North Dakota,Unemployment rate,3.2
917,2009,North Dakota,Unemployment rate,4.1
918,2010,North Dakota,Unemployment rate,3.8
919,2011,North Dakota,Unemployment rate,3.5
920,2012,North Dakota,Unemployment rate,3.1
921,2013,North Dakota,Unemployment rate,2.9
922,2014,North Dakota,Unemployment rate,2.7
923,2015,North Dakota,Unemployment rate,2.8
924,2005,Ohio,Unemployment rate,5.9
925,2006,Ohio,Unemployment rate,5.4
926,2007,Ohio,Unemployment rate,5.6
927,2008,Ohio,Unemployment rate,6.4
928,2009,Ohio,Unemployment rate,10.3
929,2010,Ohio,Unemployment rate,10.3
930,2011,Ohio,Unemployment rate,8.8
931,2012,Ohio,Unemployment rate,7.4
932,2013,Ohio,Unemployment rate,7.5
933,2014,Ohio,Unemployment rate,5.8
934,2015,Ohio,Unemployment rate,4.9
935,2005,Oklahoma,Unemployment rate,4.5
936,2006,Oklahoma,Unemployment rate,4
937,2007,Oklahoma,Unemployment rate,4.1
938,2008,Oklahoma,Unemployment rate,3.7
939,2009,Oklahoma,Unemployment rate,6.4
940,2010,Oklahoma,Unemployment rate,6.8
941,2011,Oklahoma,Unemployment rate,5.9
942,2012,Oklahoma,Unemployment rate,5.2
943,2013,Oklahoma,Unemployment rate,5.3
944,2014,Oklahoma,Unemployment rate,4.5
945,2015,Oklahoma,Unemployment rate,4.4
946,2005,Oregon,Unemployment rate,6.2
947,2006,Oregon,Unemployment rate,5.3
948,2007,Oregon,Unemployment rate,5.2
949,2008,Oregon,Unemployment rate,6.5
950,2009,Oregon,Unemployment rate,11.3
951,2010,Oregon,Unemployment rate,10.6
952,2011,Oregon,Unemployment rate,9.5
953,2012,Oregon,Unemployment rate,8.8
954,2013,Oregon,Unemployment rate,7.9
955,2014,Oregon,Unemployment rate,6.8
956,2015,Oregon,Unemployment rate,5.6
957,2005,Pennsylvania,Unemployment rate,5
958,2006,Pennsylvania,Unemployment rate,4.6
959,2007,Pennsylvania,Unemployment rate,4.4
960,2008,Pennsylvania,Unemployment rate,5.3
961,2009,Pennsylvania,Unemployment rate,8
962,2010,Pennsylvania,Unemployment rate,8.5
963,2011,Pennsylvania,Unemployment rate,7.9
964,2012,Pennsylvania,Unemployment rate,7.8
965,2013,Pennsylvania,Unemployment rate,7.4
966,2014,Pennsylvania,Unemployment rate,5.9
967,2015,Pennsylvania,Unemployment rate,5.3
968,2005,Rhode Island,Unemployment rate,5
969,2006,Rhode Island,Unemployment rate,4.9
970,2007,Rhode Island,Unemployment rate,5.2
971,2008,Rhode Island,Unemployment rate,7.8
972,2009,Rhode Island,Unemployment rate,11
973,2010,Rhode Island,Unemployment rate,11.2
974,2011,Rhode Island,Unemployment rate,11
975,2012,Rhode Island,Unemployment rate,10.4
