year,state,measure,value,population
2012,Arkansas,Labor Force Participation,59.2,"2,952,164"
2012,Arkansas,Unemployment rate,7.6,"2,952,164"
2012,Arkansas,Average household size,2.51,"2,952,164"
2012,Arkansas,Poverty rate,14.6,"2,952,164"
2012,Arkansas,"Number of corruption convictions per 1,000,000 people",5.08624,"2,952,164"
2012,Arkansas,Gini coefficient,0.4632,"2,952,164"
2012,Arkansas,GDP,36873.55845,"2,952,164"
2012,Arkansas,Log(GDP),10.51525,"2,952,164"
2012,Arkansas,Age,37.6,"2,952,164"
2012,Arkansas,People with less than 9 years of education/people with college degree or above,0.2595616,"2,952,164"
2012,Arkansas,Black/white,0.212091,"2,952,164"
2012,Arkansas,Hispanic/white,0.0907984,"2,952,164"
2013,Arkansas,Labor Force Participation,58.1,"2,959,400"
2013,Arkansas,Unemployment rate,7.2,"2,959,400"
2013,Arkansas,Average household size,2.56,"2,959,400"
2013,Arkansas,Poverty rate,14.5,"2,959,400"
2013,Arkansas,"Number of corruption convictions per 1,000,000 people",1.35164,"2,959,400"
2013,Arkansas,Gini coefficient,0.46849999,"2,959,400"
2013,Arkansas,GDP,37771.11742,"2,959,400"
2013,Arkansas,Log(GDP),10.5393,"2,959,400"
2013,Arkansas,Age,37.8,"2,959,400"
2013,Arkansas,People with less than 9 years of education/people with college degree or above,0.2696114,"2,959,400"
2013,Arkansas,Black/white,0.2129975,"2,959,400"
2013,Arkansas,Hispanic/white,0.0932518,"2,959,400"
2014,Arkansas,Labor Force Participation,57.6,"2,967,392"
2014,Arkansas,Unemployment rate,6,"2,967,392"
2014,Arkansas,Average household size,2.55,"2,967,392"
2014,Arkansas,Poverty rate,13.8,"2,967,392"
2014,Arkansas,"Number of corruption convictions per 1,000,000 people",1.68556,"2,967,392"
2014,Arkansas,Gini coefficient,0.47139999,"2,967,392"
2014,Arkansas,GDP,37994.62571,"2,967,392"
2014,Arkansas,Log(GDP),10.5452,"2,967,392"
2014,Arkansas,Age,37.8,"2,967,392"
2014,Arkansas,People with less than 9 years of education/people with college degree or above,0.2632424,"2,967,392"
2014,Arkansas,Black/white,0.2151613,"2,967,392"
2014,Arkansas,Hispanic/white,0.0945521,"2,967,392"
2015,Arkansas,Labor Force Participation,57.9,"2,978,048"
2015,Arkansas,Unemployment rate,5,"2,978,048"
2015,Arkansas,Average household size,2.53,"2,978,048"
2015,Arkansas,Poverty rate,13.7,"2,978,048"
2015,Arkansas,"Number of corruption convictions per 1,000,000 people",4.36505,"2,978,048"
2015,Arkansas,Gini coefficient,0.47729999,"2,978,048"
2015,Arkansas,GDP,38001.84537,"2,978,048"
2015,Arkansas,Log(GDP),10.54539,"2,978,048"
2015,Arkansas,Age,37.9,"2,978,048"
2015,Arkansas,People with less than 9 years of education/people with college degree or above,0.2444616,"2,978,048"
2015,Arkansas,Black/white,0.2158939,"2,978,048"
2015,Arkansas,Hispanic/white,0.0955169,"2,978,048"
2005,California,Labor Force Participation,65.5,"35,827,943"
2005,California,Unemployment rate,5.4,"35,827,943"
2005,California,Average household size,2.92,"35,827,943"
2005,California,Poverty rate,10.3,"35,827,943"
2005,California,"Number of corruption convictions per 1,000,000 people",2.37245,"35,827,943"
2005,California,Gini coefficient,0.46299997,"35,827,943"
2005,California,GDP,56411.59492,"35,827,943"
2005,California,Log(GDP),10.94043,"35,827,943"
2005,California,Age,34.4,"35,827,943"
2005,California,People with less than 9 years of education/people with college degree or above,0.354957,"35,827,943"
2005,California,Black/white,0.1368501,"35,827,943"
2005,California,Hispanic/white,0.8199011,"35,827,943"
2006,California,Labor Force Participation,65.4,"36,021,202"
2006,California,Unemployment rate,4.9,"36,021,202"
2006,California,Average household size,2.93,"36,021,202"
2006,California,Poverty rate,9.7,"36,021,202"
2006,California,"Number of corruption convictions per 1,000,000 people",1.80449,"36,021,202"
2006,California,Gini coefficient,0.46599999,"36,021,202"
2006,California,GDP,56837.97754,"36,021,202"
2006,California,Log(GDP),10.94796,"36,021,202"
2006,California,Age,34.4,"36,021,202"
2006,California,People with less than 9 years of education/people with college degree or above,0.3671376,"36,021,202"
2006,California,Black/white,0.1410909,"36,021,202"
2006,California,Hispanic/white,0.8380774,"36,021,202"
2007,California,Labor Force Participation,65.6,"36,250,311"
2007,California,Unemployment rate,5.4,"36,250,311"
2007,California,Average household size,2.93,"36,250,311"
2007,California,Poverty rate,9.3,"36,250,311"
2007,California,"Number of corruption convictions per 1,000,000 people",2.09653,"36,250,311"
2007,California,Gini coefficient,0.46900001,"36,250,311"
2007,California,GDP,57549.45822,"36,250,311"
2007,California,Log(GDP),10.9604,"36,250,311"
2007,California,Age,34.7,"36,250,311"
2007,California,People with less than 9 years of education/people with college degree or above,0.3585472,"36,250,311"
2007,California,Black/white,0.1414264,"36,250,311"
2007,California,Hispanic/white,0.851683,"36,250,311"
2008,California,Labor Force Participation,65.8,"36,604,337"
2008,California,Unemployment rate,7.3,"36,604,337"
2008,California,Average household size,2.95,"36,604,337"
2008,California,Poverty rate,10,"36,604,337"
2008,California,"Number of corruption convictions per 1,000,000 people",1.57794,"36,604,337"
2008,California,Gini coefficient,0.47299999,"36,604,337"
2008,California,GDP,57435.62302,"36,604,337"
2008,California,Log(GDP),10.95842,"36,604,337"
2008,California,Age,34.9,"36,604,337"
2008,California,People with less than 9 years of education/people with college degree or above,0.3593092,"36,604,337"
2008,California,Black/white,0.1462876,"36,604,337"
2008,California,Hispanic/white,0.8708529,"36,604,337"
2009,California,Labor Force Participation,65.2,"36,961,229"
2009,California,Unemployment rate,11.2,"36,961,229"
2009,California,Average household size,2.96,"36,961,229"
2009,California,Poverty rate,10.6,"36,961,229"
2009,California,"Number of corruption convictions per 1,000,000 people",1.8668,"36,961,229"
2009,California,Gini coefficient,0.46700001,"36,961,229"
2009,California,GDP,54826.55852,"36,961,229"
2009,California,Log(GDP),10.91193,"36,961,229"
2009,California,Age,34.9,"36,961,229"
2009,California,People with less than 9 years of education/people with college degree or above,0.3523921,"36,961,229"
2009,California,Black/white,0.1466778,"36,961,229"
2009,California,Hispanic/white,0.8927047,"36,961,229"
2010,California,Labor Force Participation,64.3,"37,319,502"
2010,California,Unemployment rate,12.2,"37,319,502"
2010,California,Average household size,2.94,"37,319,502"
2010,California,Poverty rate,11.8,"37,319,502"
2010,California,"Number of corruption convictions per 1,000,000 people",1.17807,"37,319,502"
2010,California,Gini coefficient,0.47099999,"37,319,502"
2010,California,GDP,55105.23502,"37,319,502"
2010,California,Log(GDP),10.917,"37,319,502"
2010,California,Age,35.2,"37,319,502"
2010,California,People with less than 9 years of education/people with college degree or above,0.3495871,"37,319,502"
2010,California,Black/white,0.1502696,"37,319,502"
2010,California,Hispanic/white,0.9425103,"37,319,502"
2011,California,Labor Force Participation,63.6,"37,638,369"
2011,California,Unemployment rate,11.7,"37,638,369"
2011,California,Average household size,2.96,"37,638,369"
2011,California,Poverty rate,12.4,"37,638,369"
2011,California,"Number of corruption convictions per 1,000,000 people",1.37961,"37,638,369"
2011,California,Gini coefficient,0.48120001,"37,638,369"
2011,California,GDP,55491.76998,"37,638,369"
2011,California,Log(GDP),10.92399,"37,638,369"
2011,California,Age,35.4,"37,638,369"
2011,California,People with less than 9 years of education/people with college degree or above,0.3391204,"37,638,369"
2011,California,Black/white,0.1510948,"37,638,369"
2011,California,Hispanic/white,0.9626166,"37,638,369"
2012,California,Labor Force Participation,63.2,"37,948,800"
2012,California,Unemployment rate,10.4,"37,948,800"
2012,California,Average household size,2.97,"37,948,800"
2012,California,Poverty rate,12.9,"37,948,800"
2012,California,"Number of corruption convictions per 1,000,000 people",2.33956,"37,948,800"
2012,California,Gini coefficient,0.4822,"37,948,800"
2012,California,GDP,56372.68434,"37,948,800"
2012,California,Log(GDP),10.93974,"37,948,800"
2012,California,Age,35.5,"37,948,800"
2012,California,People with less than 9 years of education/people with college degree or above,0.3275861,"37,948,800"
2012,California,Black/white,0.1518864,"37,948,800"
2012,California,Hispanic/white,0.9754165,"37,948,800"
2013,California,Labor Force Participation,62.8,"38,260,787"
2013,California,Unemployment rate,8.9,"38,260,787"
2013,California,Average household size,2.97,"38,260,787"
2013,California,Poverty rate,12.6,"38,260,787"
2013,California,"Number of corruption convictions per 1,000,000 people",1.64351,"38,260,787"
2013,California,Gini coefficient,0.4903,"38,260,787"
2013,California,GDP,57936.91354,"38,260,787"
2013,California,Log(GDP),10.96711,"38,260,787"
2013,California,Age,35.7,"38,260,787"
2013,California,People with less than 9 years of education/people with college degree or above,0.3250701,"38,260,787"
2013,California,Black/white,0.1524415,"38,260,787"
2013,California,Hispanic/white,0.9889005,"38,260,787"
2014,California,Labor Force Participation,62.4,"38,596,972"
2014,California,Unemployment rate,7.5,"38,596,972"
2014,California,Average household size,2.98,"38,596,972"
2014,California,Poverty rate,12.2,"38,596,972"
2014,California,"Number of corruption convictions per 1,000,000 people",2.4483,"38,596,972"
2014,California,Gini coefficient,0.48899999,"38,596,972"
2014,California,GDP,59530.25799,"38,596,972"
2014,California,Log(GDP),10.99424,"38,596,972"
2014,California,Age,36,"38,596,972"
2014,California,People with less than 9 years of education/people with college degree or above,0.314063,"38,596,972"
2014,California,Black/white,0.152176,"38,596,972"
2014,California,Hispanic/white,1.009404,"38,596,972"
2015,California,Labor Force Participation,62.1,"38,918,045"
2015,California,Unemployment rate,6.2,"38,918,045"
2015,California,Average household size,2.97,"38,918,045"
2015,California,Poverty rate,11.3,"38,918,045"
2015,California,"Number of corruption convictions per 1,000,000 people",2.14588,"38,918,045"
2015,California,Gini coefficient,0.4876,"38,918,045"
2015,California,GDP,61978.32462,"38,918,045"
2015,California,Log(GDP),11.03454,"38,918,045"
2015,California,Age,36.2,"38,918,045"
2015,California,People with less than 9 years of education/people with college degree or above,0.3068978,"38,918,045"
2015,California,Black/white,0.1537098,"38,918,045"
2015,California,Hispanic/white,1.024936,"38,918,045"
2005,Colorado,Labor Force Participation,72.3,"4,631,888"
2005,Colorado,Unemployment rate,5,"4,631,888"
2005,Colorado,Average household size,2.51,"4,631,888"
2005,Colorado,Poverty rate,8.3,"4,631,888"
2005,Colorado,"Number of corruption convictions per 1,000,000 people",2.37484,"4,631,888"
2005,Colorado,Gini coefficient,0.44799998,"4,631,888"
2005,Colorado,GDP,54981.38762,"4,631,888"
2005,Colorado,Log(GDP),10.91475,"4,631,888"
2005,Colorado,Age,34.7,"4,631,888"
2005,Colorado,People with less than 9 years of education/people with college degree or above,0.1214134,"4,631,888"
2005,Colorado,Black/white,0.0491117,"4,631,888"
2005,Colorado,Hispanic/white,0.2716825,"4,631,888"
2006,Colorado,Labor Force Participation,72.4,"4,720,423"
2006,Colorado,Unemployment rate,4.3,"4,720,423"
2006,Colorado,Average household size,2.52,"4,720,423"
2006,Colorado,Poverty rate,8.4,"4,720,423"
2006,Colorado,"Number of corruption convictions per 1,000,000 people",0.847382,"4,720,423"
2006,Colorado,Gini coefficient,0.44999999,"4,720,423"
2006,Colorado,GDP,53882.44456,"4,720,423"
2006,Colorado,Log(GDP),10.89456,"4,720,423"
2006,Colorado,Age,35.4,"4,720,423"
2006,Colorado,People with less than 9 years of education/people with college degree or above,0.133366,"4,720,423"
2006,Colorado,Black/white,0.0502925,"4,720,423"
2006,Colorado,Hispanic/white,0.2748256,"4,720,423"
2007,Colorado,Labor Force Participation,72.2,"4,803,868"
2007,Colorado,Unemployment rate,3.7,"4,803,868"
2007,Colorado,Average household size,2.56,"4,803,868"
2007,Colorado,Poverty rate,8.4,"4,803,868"
2007,Colorado,"Number of corruption convictions per 1,000,000 people",0.624497,"4,803,868"
2007,Colorado,Gini coefficient,0.45199999,"4,803,868"
2007,Colorado,GDP,54422.88367,"4,803,868"
2007,Colorado,Log(GDP),10.90454,"4,803,868"
2007,Colorado,Age,35.7,"4,803,868"
2007,Colorado,People with less than 9 years of education/people with college degree or above,0.1224721,"4,803,868"
2007,Colorado,Black/white,0.0523559,"4,803,868"
2007,Colorado,Hispanic/white,0.2791919,"4,803,868"
2008,Colorado,Labor Force Participation,72.1,"4,889,730"
2008,Colorado,Unemployment rate,4.8,"4,889,730"
2008,Colorado,Average household size,2.55,"4,889,730"
2008,Colorado,Poverty rate,7.8,"4,889,730"
2008,Colorado,"Number of corruption convictions per 1,000,000 people",0.809806,"4,889,730"
2008,Colorado,Gini coefficient,0.45699999,"4,889,730"
2008,Colorado,GDP,54199.12265,"4,889,730"
2008,Colorado,Log(GDP),10.90042,"4,889,730"
2008,Colorado,Age,35.8,"4,889,730"
2008,Colorado,People with less than 9 years of education/people with college degree or above,0.1354382,"4,889,730"
2008,Colorado,Black/white,0.053643,"4,889,730"
2008,Colorado,Hispanic/white,0.2851697,"4,889,730"
2009,Colorado,Labor Force Participation,70.9,"4,972,195"
2009,Colorado,Unemployment rate,7.3,"4,972,195"
2009,Colorado,Average household size,2.57,"4,972,195"
2009,Colorado,Poverty rate,8.9,"4,972,195"
2009,Colorado,"Number of corruption convictions per 1,000,000 people",2.78621,"4,972,195"
2009,Colorado,Gini coefficient,0.45300001,"4,972,195"
2009,Colorado,GDP,52217.34509,"4,972,195"
2009,Colorado,Log(GDP),10.86317,"4,972,195"
2009,Colorado,Age,35.7,"4,972,195"
2009,Colorado,People with less than 9 years of education/people with college degree or above,0.129145,"4,972,195"
2009,Colorado,Black/white,0.0550606,"4,972,195"
2009,Colorado,Hispanic/white,0.2875755,"4,972,195"
2010,Colorado,Labor Force Participation,70.4,"5,047,349"
2010,Colorado,Unemployment rate,8.7,"5,047,349"
2010,Colorado,Average household size,2.52,"5,047,349"
2010,Colorado,Poverty rate,9.4,"5,047,349"
2010,Colorado,"Number of corruption convictions per 1,000,000 people",1.18834,"5,047,349"
2010,Colorado,Gini coefficient,0.45699999,"5,047,349"
2010,Colorado,GDP,52443.41197,"5,047,349"
2010,Colorado,Log(GDP),10.86749,"5,047,349"
2010,Colorado,Age,36,"5,047,349"
2010,Colorado,People with less than 9 years of education/people with college degree or above,0.1171586,"5,047,349"
2010,Colorado,Black/white,0.056148,"5,047,349"
2010,Colorado,Hispanic/white,0.296927,"5,047,349"
2011,Colorado,Labor Force Participation,69.7,"5,121,108"
2011,Colorado,Unemployment rate,8.4,"5,121,108"
2011,Colorado,Average household size,2.53,"5,121,108"
2011,Colorado,Poverty rate,9.1,"5,121,108"
2011,Colorado,"Number of corruption convictions per 1,000,000 people",1.17261,"5,121,108"
2011,Colorado,Gini coefficient,0.45879999,"5,121,108"
2011,Colorado,GDP,52509.53231,"5,121,108"
2011,Colorado,Log(GDP),10.86875,"5,121,108"
2011,Colorado,Age,36.2,"5,121,108"
2011,Colorado,People with less than 9 years of education/people with college degree or above,0.1089597,"5,121,108"
2011,Colorado,Black/white,0.0570803,"5,121,108"
2011,Colorado,Hispanic/white,0.3006638,"5,121,108"
2012,Colorado,Labor Force Participation,69,"5,192,647"
2012,Colorado,Unemployment rate,7.9,"5,192,647"
2012,Colorado,Average household size,2.54,"5,192,647"
2012,Colorado,Poverty rate,9.3,"5,192,647"
2012,Colorado,"Number of corruption convictions per 1,000,000 people",1.73491,"5,192,647"
2012,Colorado,Gini coefficient,0.45789999,"5,192,647"
2012,Colorado,GDP,52725.7906,"5,192,647"
2012,Colorado,Log(GDP),10.87286,"5,192,647"
2012,Colorado,Age,36.2,"5,192,647"
2012,Colorado,People with less than 9 years of education/people with college degree or above,0.1063589,"5,192,647"
2012,Colorado,Black/white,0.0606394,"5,192,647"
2012,Colorado,Hispanic/white,0.3024419,"5,192,647"
2013,Colorado,Labor Force Participation,68.1,"5,269,035"
2013,Colorado,Unemployment rate,6.9,"5,269,035"
2013,Colorado,Average household size,2.57,"5,269,035"
2013,Colorado,Poverty rate,8.7,"5,269,035"
2013,Colorado,"Number of corruption convictions per 1,000,000 people",0.569436,"5,269,035"
2013,Colorado,Gini coefficient,0.4614,"5,269,035"
2013,Colorado,GDP,53628.1824,"5,269,035"
2013,Colorado,Log(GDP),10.88983,"5,269,035"
2013,Colorado,Age,36.4,"5,269,035"
2013,Colorado,People with less than 9 years of education/people with college degree or above,0.0980094,"5,269,035"
2013,Colorado,Black/white,0.0575222,"5,269,035"
2013,Colorado,Hispanic/white,0.3042594,"5,269,035"
2014,Colorado,Labor Force Participation,67.6,"5,350,101"
2014,Colorado,Unemployment rate,5,"5,350,101"
2014,Colorado,Average household size,2.57,"5,350,101"
2014,Colorado,Poverty rate,8,"5,350,101"
2014,Colorado,"Number of corruption convictions per 1,000,000 people",0.373422,"5,350,101"
2014,Colorado,Gini coefficient,0.45840001,"5,350,101"
2014,Colorado,GDP,55081.54486,"5,350,101"
2014,Colorado,Log(GDP),10.91657,"5,350,101"
2014,Colorado,Age,36.3,"5,350,101"
2014,Colorado,People with less than 9 years of education/people with college degree or above,0.107816,"5,350,101"
2014,Colorado,Black/white,0.0584383,"5,350,101"
2014,Colorado,Hispanic/white,0.3078902,"5,350,101"
2015,Colorado,Labor Force Participation,66.8,"5,450,623"
2015,Colorado,Unemployment rate,3.9,"5,450,623"
2015,Colorado,Average household size,2.57,"5,450,623"
2015,Colorado,Poverty rate,7.6,"5,450,623"
2015,Colorado,"Number of corruption convictions per 1,000,000 people",0,"5,450,623"
2015,Colorado,Gini coefficient,0.458,"5,450,623"
2015,Colorado,GDP,56429.64952,"5,450,623"
2015,Colorado,Log(GDP),10.94075,"5,450,623"
2015,Colorado,Age,36.4,"5,450,623"
